t x y
2.66266 -0.279454 -0.998851
2.66767 -0.250098 -1.00697
2.67267 -0.220521 -1.0142
2.67768 -0.190748 -1.02053
2.68268 -0.160807 -1.02595
2.68769 -0.130724 -1.03048
2.69269 -0.100525 -1.03409
2.6977 -0.0702381 -1.03679
2.7027 -0.0398891 -1.03858
2.70771 -0.00950494 -1.03945
2.71271 0.0208876 -1.03941
2.71772 0.0512617 -1.03845
2.72272 0.0815907 -1.03658
2.72773 0.111848 -1.03379
2.73273 0.142007 -1.0301
2.73774 0.172041 -1.0255
2.74274 0.201923 -1.02
2.74775 0.231629 -1.0136
2.75275 0.26113 -1.00631
2.75776 0.290401 -0.998138
2.76276 0.319417 -0.989084
2.76777 0.348151 -0.979159
2.77277 0.376579 -0.96837
2.77778 0.404675 -0.956729
2.78278 0.432413 -0.944243
2.78779 0.45977 -0.930923
2.79279 0.486721 -0.916781
2.7978 0.513241 -0.901828
2.8028 0.539307 -0.886077
2.80781 0.564895 -0.869541
2.81281 0.589982 -0.852234
2.81782 0.614545 -0.834169
2.82282 0.638562 -0.815363
2.82783 0.66201 -0.795832
2.83283 0.684868 -0.77559
2.83784 0.707114 -0.754656
2.84284 0.728729 -0.733048
2.84785 0.74969 -0.710783
2.85285 0.76998 -0.68788
2.85786 0.789577 -0.66436
2.86286 0.808464 -0.640241
2.86787 0.826622 -0.615546
2.87287 0.844033 -0.590294
2.87788 0.86068 -0.564508
2.88288 0.876547 -0.53821
2.88789 0.891617 -0.511423
2.89289 0.905875 -0.48417
2.8979 0.919307 -0.456475
2.9029 0.931897 -0.428363
2.90791 0.943634 -0.399858
2.91291 0.954503 -0.370986
2.91792 0.964494 -0.341772
2.92292 0.973594 -0.312243
2.92793 0.981794 -0.282425
2.93293 0.989083 -0.252345
2.93794 0.995452 -0.22203
2.94294 1.00089 -0.191508
2.94795 1.0054 -0.160807
2.95295 1.00896 -0.129956
2.95796 1.01158 -0.0989827
2.96296 1.01324 -0.067916
2.96797 1.01395 -0.0367853
2.97297 1.0137 -0.00561967
2.97798 1.01248 0.0255513
2.98298 1.0103 0.0566979
2.98799 1.00716 0.0877904
2.99299 1.00305 0.118799
2.998 0.997981 0.149693
3.003 0.991951 0.180444
3.00801 0.984963 0.21102
3.01301 0.977023 0.241392
3.01802 0.968134 0.27153
3.02302 0.958304 0.301404
3.02803 0.947538 0.330984
3.03303 0.935847 0.36024
3.03804 0.923237 0.389142
3.04304 0.909719 0.417662
3.04805 0.895305 0.445771
3.05305 0.880005 0.473438
3.05806 0.863833 0.500637
3.06306 0.846803 0.527338
3.06807 0.82893 0.553513
3.07307 0.810228 0.579136
3.07808 0.790716 0.604179
3.08308 0.77041 0.628616
3.08809 0.749329 0.652421
3.09309 0.727492 0.675567
3.0981 0.70492 0.698031
3.1031 0.681634 0.719788
3.10811 0.657657 0.740814
3.11311 0.63301 0.761086
3.11812 0.607718 0.780583
3.12312 0.581805 0.799282
3.12813 0.555296 0.817163
3.13313 0.528218 0.834207
3.13814 0.500598 0.850393
3.14314 0.472462 0.865704
3.14815 0.443839 0.880122
3.15315 0.414758 0.893632
3.15816 0.385248 0.906217
3.16316 0.355339 0.917864
3.16817 0.325061 0.928559
3.17317 0.294446 0.938289
3.17818 0.263525 0.947044
3.18318 0.232329 0.954813
3.18819 0.200891 0.961587
3.19319 0.169243 0.967358
3.1982 0.137419 0.972118
3.2032 0.105452 0.975863
3.20821 0.0733735 0.978587
3.21321 0.0412186 0.980287
3.21822 0.00902061 0.980961
3.22322 -0.0231868 0.980607
3.22823 -0.05537 0.979226
3.23323 -0.0874951 0.976818
3.23824 -0.119529 0.973386
3.24324 -0.151437 0.968933
3.24825 -0.183186 0.963465
3.25325 -0.214743 0.956986
3.25826 -0.246075 0.949505
3.26326 -0.277149 0.941028
3.26827 -0.307933 0.931566
3.27327 -0.338395 0.921128
3.27828 -0.368502 0.909726
3.28328 -0.398224 0.897373
3.28829 -0.42753 0.884082
3.29329 -0.45639 0.869868
3.2983 -0.484773 0.854746
3.3033 -0.512651 0.838733
3.30831 -0.539995 0.821848
3.31331 -0.566778 0.804107
3.31832 -0.592972 0.785531
3.32332 -0.618551 0.766141
3.32833 -0.643489 0.745957
3.33333 -0.667761 0.725001
3.33834 -0.691344 0.703297
3.34334 -0.714214 0.680867
3.34835 -0.736349 0.657737
3.35335 -0.757728 0.633931
3.35836 -0.778329 0.609474
3.36336 -0.798134 0.584394
3.36837 -0.817123 0.558717
3.37337 -0.835279 0.53247
3.37838 -0.852585 0.505681
3.38338 -0.869026 0.478379
3.38839 -0.884586 0.450592
3.39339 -0.899252 0.42235
3.3984 -0.913011 0.393682
3.4034 -0.925851 0.364617
3.40841 -0.937762 0.335187
3.41341 -0.948735 0.305421
3.41842 -0.958759 0.27535
3.42342 -0.967829 0.245005
3.42843 -0.975936 0.214416
3.43343 -0.983076 0.183615
3.43844 -0.989244 0.152632
3.44344 -0.994437 0.121499
3.44845 -0.998651 0.0902457
3.45345 -1.00189 0.0589043
3.45846 -1.00414 0.0275053
3.46346 -1.00542 -0.00392059
3.46847 -1.00571 -0.0353426
3.47347 -1.00503 -0.0667304
3.47848 -1.00338 -0.0980536
3.48348 -1.00076 -0.129282
3.48849 -0.997178 -0.160386
3.49349 -0.992638 -0.191336
3.4985 -0.987147 -0.222103
3.5035 -0.980714 -0.252658
3.50851 -0.973347 -0.282973
3.51351 -0.965056 -0.313018
3.51852 -0.955851 -0.342768
3.52352 -0.945743 -0.372193
3.52853 -0.934744 -0.401268
3.53353 -0.922867 -0.429966
3.53854 -0.910126 -0.458261
3.54354 -0.896533 -0.486128
3.54855 -0.882105 -0.513541
3.55355 -0.866857 -0.540477
3.55856 -0.850804 -0.566912
3.56356 -0.833964 -0.592822
3.56857 -0.816354 -0.618184
3.57357 -0.797992 -0.642978
3.57858 -0.778897 -0.66718
3.58358 -0.759088 -0.690771
3.58859 -0.738584 -0.71373
3.59359 -0.717407 -0.736037
3.5986 -0.695576 -0.757674
3.6036 -0.673112 -0.778623
3.60861 -0.650039 -0.798865
3.61361 -0.626376 -0.818384
3.61862 -0.602148 -0.837164
3.62362 -0.577377 -0.855189
3.62863 -0.552086 -0.872444
3.63363 -0.526299 -0.888915
3.63864 -0.50004 -0.904588
3.64364 -0.473333 -0.919452
3.64865 -0.446203 -0.933493
3.65365 -0.418675 -0.946701
3.65866 -0.390773 -0.959064
3.66366 -0.362523 -0.970574
3.66867 -0.333951 -0.981221
3.67367 -0.305082 -0.990996
3.67868 -0.275943 -0.999892
3.68368 -0.246559 -1.0079
3.68869 -0.216957 -1.01502
3.69369 -0.187163 -1.02124
3.6987 -0.157203 -1.02656
3.7037 -0.127105 -1.03097
3.70871 -0.0968949 -1.03447
3.71371 -0.0665991 -1.03706
3.71872 -0.0362446 -1.03874
3.72372 -0.00585826 -1.0395
3.72873 0.0245333 -1.03934
3.73373 0.0549032 -1.03828
3.73874 0.0852248 -1.03629
3.74374 0.115472 -1.0334
3.74875 0.145617 -1.0296
3.75375 0.175634 -1.02489
3.75876 0.205496 -1.01928
3.76376 0.235178 -1.01277
3.76877 0.264653 -1.00537
3.77377 0.293895 -0.997091
3.77878 0.322878 -0.987931
3.78378 0.351577 -0.9779
3.78879 0.379965 -0.967008
3.79379 0.408019 -0.955263
3.7988 0.435713 -0.942675
3.8038 0.463022 -0.929254
3.80881 0.489922 -0.915013
3.81381 0.516389 -0.899962
3.81882 0.542399 -0.884115
3.82382 0.567927 -0.867484
3.82883 0.592952 -0.850083
3.83383 0.617451 -0.831927
3.83884 0.6414 -0.813032
3.84384 0.664778 -0.793412
3.84885 0.687563 -0.773085
3.85385 0.709735 -0.752068
3.85886 0.731271 -0.730378
3.86386 0.752153 -0.708034
3.86887 0.772359 -0.685054
3.87387 0.791872 -0.661459
3.87888 0.810671 -0.637268
3.88388 0.82874 -0.612503
3.88889 0.846059 -0.587184
3.89389 0.862613 -0.561333
